userId,error
1,0.706489875
2,0.682629503
3,0.592084059
4,0.594752475
5,0.488324664
6,0.86454598
7,0.637075078
8,0.579845181
9,0.609531587
10,0.612388698
11,0.686841811
12,1.11316293
13,0.539184562
14,0.85852332
15,1.015407856
16,0.558279769
17,0.861887564
18,0.580885431
19,0.624003467
20,1.069619142
21,0.527428125
22,0.732367425
23,0.608040277
24,0.552064162
25,0.839929623
26,0.781862406
27,0.683264548
28,0.689428812
29,1.127721341
30,0.683800482
31,0.455299636
32,0.762867981
33,0.864536649
34,0.624177228
35,1.14251156
36,0.583955188
37,0.779495919
38,0.596543246
39,0.834347498
40,0.470950772
41,0.536604078
42,0.529617734
43,0.790317533
44,0.708878696
45,0.889197
46,0.400456731
47,0.627928866
48,0.48756233
49,0.786755008
50,0.507941398
51,0.900519161
52,0.900240056
53,1.356749487
54,0.877448245
55,0.825868987
56,0.848767982
57,0.738840567
58,1.151045122
59,1.065728782
60,0.548430125
61,0.877618633
62,0.541008715
63,1.00957288
64,0.680418438
65,0.873270159
66,0.686240271
67,0.711219677
68,0.499557566
69,0.575231668
70,0.756059759
71,0.796802687
72,0.380953952
73,0.608262162
74,0.658297361
75,0.81919018
76,0.522109325
77,0.676680024
78,0.681428248
79,0.51287879
80,0.791132384
81,0.664971335
82,0.625585862
83,0.707779234
84,0.414509667
85,1.071864664
86,0.716124264
87,0.721575487
88,0.634291787
89,0.420246955
90,0.602277782
91,0.434794059
92,0.756459265
93,0.466552725
94,0.721574299
95,0.67493304
96,0.664425091
97,0.948144248
98,0.871826685
99,0.828443095
100,0.507491424
101,0.488089662
102,0.613167267
103,0.70576937
104,0.374052587
105,0.458487172
106,0.91693736
107,1.139094375
108,0.793216113
109,0.453625052
110,0.687509787
111,0.623608842
112,0.910623333
113,0.703468815
114,0.832106796
115,0.660849215
116,1.087076384
117,0.878206533
118,0.606249281
119,0.670326554
120,0.679937859
121,0.54480775
122,0.609517205
123,1.184719327
124,0.698035818
125,0.632975514
126,0.535526023
127,0.58432199
128,0.970600035
129,0.551410242
130,0.622626671
131,0.762664857
132,0.649999673
133,1.211208028
134,0.625207968
135,0.946668118
136,0.586831248
137,0.903882099
138,0.924255626
139,0.791143535
140,0.933872048
141,0.775822626
142,0.693347557
143,0.917004156
144,0.745057044
145,0.780843097
146,0.529362341
147,0.518913537
148,0.508511589
149,0.65809152
150,0.719551518
151,0.790183383
152,0.70793752
153,0.720114633
154,0.732298712
155,0.806952845
156,0.817529822
157,0.498379576
158,0.883697029
159,0.649292371
160,0.67830146
161,0.587143014
162,0.60850077
163,0.847238579
164,0.520536593
165,0.927258858
166,0.617897577
167,0.853397225
168,0.586738414
169,0.729891594
170,0.709536446
171,0.646468265
172,0.7521223
173,0.52063068
174,1.159451262
175,0.544081978
176,0.76286445
177,0.711261963
178,0.720927788
179,0.853651203
180,0.7357584
181,0.390335311
182,0.863405319
183,0.712461856
184,0.610646393
185,0.661827108
186,0.954110502
187,0.712406861
188,0.617326032
189,1.088486828
190,0.606907072
191,0.721231521
192,0.696653427
193,0.699950362
194,0.498006502
195,0.738728503
196,0.779476398
197,0.873845117
198,1.009294869
199,0.520905746
200,0.931004433
201,0.610089234
202,0.723844355
203,0.561852686
204,0.8076465
205,0.844246058
206,0.528278908
207,1.652091951
208,0.522600521
209,0.63818981
210,0.679593826
211,0.538999922
212,0.636539516
213,0.895544595
214,0.672036646
215,0.659243344
216,0.41435898
217,0.644945838
218,0.462115705
219,0.820009755
220,0.779770059
221,0.516297105
222,0.825977493
223,0.650275486
224,0.468748481
225,0.692413525
226,0.918511986
227,1.431122673
228,0.809415918
229,0.439455597
230,0.52733617
231,0.745580269
232,0.807345621
233,0.406483367
234,0.634723428
235,0.494954557
236,0.645170315
237,0.744577532
238,0.705041884
239,0.617055914
240,0.461405949
241,0.502928404
242,0.453617111
243,0.497652461
244,0.961422215
245,0.922177689
246,0.611534077
247,0.622367791
248,0.547345701
249,0.652048985
250,0.43876027
251,0.514579543
252,0.630383382
253,0.727028465
254,0.635477695
255,0.741669968
256,0.548923881
257,0.949052127
258,0.580274231
259,0.943794064
260,0.869464293
261,1.024876432
262,0.78740025
263,0.577861542
264,0.826497415
265,0.65852632
266,0.74701941
267,0.496439359
268,0.706498597
269,0.87510224
270,0.515307318
271,0.697641981
272,0.697272228
273,0.489345178
274,0.547057526
275,0.49594814
276,0.84935969
277,0.695609745
278,0.808486447
279,0.652599521
280,0.430514668
281,0.535666422
282,0.769792406
283,0.73921665
284,0.777387244
285,0.825775704
286,0.877706381
287,0.49686563
288,0.972875683
289,0.964593605
290,0.708034406
291,0.48940921
292,0.456870827
293,0.855310625
294,0.646067983
295,0.480884322
296,1.04342574
297,0.777240962
298,0.43262262
299,0.637124729
300,0.528543777
301,1.357767239
302,0.463231983
303,0.516240339
304,0.783792438
305,0.868183433
306,0.600505417
307,0.448449943
308,1.026034077
309,0.540027647
310,1.031456345
311,0.741569095
312,0.939609288
313,0.646573725
314,0.590612012
315,1.377549625
316,0.427512668
317,0.8273209
318,0.910134753
319,0.586150155
320,0.42602825
321,0.860759332
322,0.891778888
323,0.618865404
324,0.458022614
325,1.08029765
326,0.846732685
327,0.582337838
328,0.520323862
329,0.655547827
330,0.844313694
331,0.837211764
332,1.512948403
333,0.509077362
334,0.658875662
335,0.466338522
336,1.398665203
337,1.357609165
338,0.523217698
339,0.645753939
340,0.688191469
341,1.077136018
342,0.596444788
343,0.829229329
344,0.676109437
345,0.759132584
346,1.14065648
347,0.581796986
348,1.524965004
349,0.809409035
350,0.70735466
351,0.77086032
352,0.483028224
353,0.664146075
354,0.826510692
355,0.540106887
356,1.473006152
357,0.561476787
358,0.976726145
359,0.718217087
360,0.596358726
361,0.700851599
362,0.630613643
363,0.750569957
364,1.851433461
365,0.662761341
366,0.924819124
367,0.857557313
368,0.684274338
369,0.480247763
370,0.565209115
371,0.733219346
372,0.688433379
373,0.619905139
374,1.050431618
375,0.99320248
376,0.825323686
377,0.921636268
378,0.851043502
379,0.520244838
380,0.619252857
381,1.103834563
382,0.832876865
383,0.703137781
384,0.655840602
385,0.6320526
386,0.542947718
387,0.605459787
388,0.702453415
389,0.838291571
390,0.825714455
391,0.908656231
392,0.817753764
393,0.837888122
394,1.324211805
395,0.932890761
396,0.647208866
397,0.392421785
398,0.748410228
399,0.70291651
400,0.513201871
401,0.627587385
402,0.557431325
403,0.835017004
404,0.761444137
405,0.748177788
406,0.756712762
407,0.600240572
408,1.052915237
409,0.659840402
410,0.890752582
411,1.002912407
412,0.964352193
413,0.555776627
414,0.914802541
415,0.806461385
416,0.556115906
417,0.630748011
418,0.758560805
419,0.570624612
420,0.715762786
421,0.846862664
422,0.638783941
423,0.674579362
424,0.744874283
425,0.852317984
426,0.792609
427,0.729277651
428,0.769534406
429,1.10613297
430,0.744105713
431,0.630178766
432,0.539390885
433,0.627339262
434,0.727979792
435,0.614632213
436,0.789856568
437,0.618680738
438,0.467579665
439,0.759673841
440,0.781506863
441,0.695775553
442,0.446965844
443,0.12015975
444,0.945637575
445,0.89418137
446,0.362274504
447,0.536306502
448,0.260538275
449,0.463044542
450,0.77673979
451,0.928847023
452,0.693784586
453,0.820781648
454,0.474413978
455,0.573616655
456,0.524612448
457,0.7357564
458,0.514220307
459,0.555912686
460,0.635111656
461,0.76282193
462,0.687361598
463,0.646132419
464,0.555737143
465,0.764346274
466,0.723889255
467,0.77451083
468,0.475450159
469,1.008297724
470,0.653313254
471,0.497764711
472,0.725906606
473,0.698458742
474,0.600537483
475,0.802488867
476,0.908525407
477,1.962343595
478,0.525091596
479,0.620585505
480,0.663101856
481,0.634336062
482,0.941864044
483,0.965549005
484,0.88103501
485,0.80922576
486,0.731306683
487,0.577449699
488,0.458457715
489,0.819784429
490,0.963045023
491,0.944960971
492,0.935058605
493,0.846082139
494,0.473160264
495,0.632048652
496,0.676979521
497,0.879552712
498,1.05915961
499,0.667212733
500,0.817486055
501,0.627480977
502,0.683846961
503,0.474024923
504,1.28074585
505,0.47877609
506,0.561078843
507,0.969334037
508,0.662245813
509,0.652161981
510,1.092385273
511,0.580448087
512,0.498748052
513,0.58611895
514,0.635388595
515,0.688894018
516,0.521148754
517,0.658207795
518,0.787744941
519,0.592418671
520,0.69865361
521,0.415953063
522,0.636618717
523,0.44194202
524,0.673373195
525,0.924037846
526,0.500772693
527,0.828078689
528,0.537093087
529,0.723643473
530,0.832916287
531,0.994508266
532,0.46289069
533,0.668529779
534,0.746126866
535,0.612811844
536,0.801260909
537,0.768100846
538,0.757248652
539,0.767372377
540,1.064148895
541,0.643419228
542,0.814697363
543,0.694213454
544,0.412379566
545,1.031896938
546,0.752335258
547,0.809570516
548,0.472550125
549,0.926568486
550,0.669222712
551,0.620784673
552,0.714710524
553,0.6465959
554,0.625812714
555,0.607200441
556,0.626710772
557,1.116144923
558,0.540981102
559,0.423875019
560,0.486872255
561,0.525813774
562,0.400673611
563,0.499784423
564,0.961408954
565,0.977085537
566,0.542682427
567,0.734083294
568,0.755632351
569,0.662761231
570,0.924789437
571,0.683001324
572,0.408913007
573,0.7339936
574,0.461819193
575,0.825548905
576,0.584402421
577,0.419506116
578,1.097487018
579,0.909050089
580,0.550992493
581,2.542550016
582,0.92837318
583,0.57239098
584,0.841094136
585,0.52766281
586,1.129269619
587,0.558053834
588,0.608922263
589,0.501224549
590,0.469459304
591,0.693258253
592,0.939793319
593,0.721893424
594,0.709883959
595,0.821925342
596,0.518863547
597,0.629286216
598,0.705879139
599,0.711139839
600,0.691956937
601,0.506251598
602,0.70294525
603,0.698611706
604,1.12333577
605,0.751419491
606,0.688114797
607,0.531437019
608,0.617912583
609,1.96667013
610,0.582922627
611,0.800015509
612,0.531989335
613,0.573871991
614,0.877421766
615,0.547417406
616,0.570093615
617,0.898266663
618,0.64658229
619,0.638428423
620,0.972983134
621,0.698056448
622,0.332046313
623,0.467728969
624,0.890628032
625,0.491281457
626,0.873912697
627,0.762436006
628,0.741474167
629,1.383656824
630,0.711122878
631,0.713452139
632,0.42877299
633,0.381298509
634,0.964492373
635,0.801166336
636,0.65622721
637,0.572586168
638,0.9611159
639,0.513032918
640,0.731107027
641,0.549282273
642,0.759761622
643,0.759195804
644,0.789445656
645,0.76350756
646,0.767616209
647,0.644109877
648,0.642244195
649,0.661283989
650,1.021161959
651,0.727660335
652,0.661277033
653,0.653822892
654,0.446208175
655,0.591160894
656,0.560849966
657,0.65914557
658,0.606252112
659,0.636043172
660,0.484161589
661,0.772029818
662,0.672662759
663,0.497133346
664,0.439922545
665,0.744910203
666,0.796895065
667,0.611388759
668,0.891923085
669,0.561112062
670,0.969002581
671,0.539867543